ccn,rpt_rec_num,fy_end,total_salaries,total_paid_hours,total_avg_hourly_wage,contract_labor_dollars,contract_labor_hours,contract_labor_hourly_rate,source_confidence
450015,821562,09/30/2024,1227904374.0,27473667.0,44.69,29915824.0,263536.0,113.52,0.92
450419,830374,09/30/2024,20535094.0,418740.0,49.04,73100.0,883.5,82.74,0.92
450024,800895,09/30/2024,338371313.0,8392970.2,40.48,22797785.0,530503.71,42.97,0.92
360147,799003,09/30/2024,262183156.0,5227698.0,50.02,21731537.0,168052.0,129.31,0.92
070028,799216,09/30/2024,175464405.0,4127043.0,42.52,18860435.0,188757.0,99.92,0.92
450029,830125,09/30/2024,95169428.0,2463128.0,38.64,2759629.0,39408.0,70.03,0.92
110045,798667,09/30/2024,16366989.0,349600.0,46.82,771802.0,8659.0,89.13,0.92
100006,829644,09/30/2024,1079809047.0,28152344.0,38.42,8178443.0,46488.0,175.93,0.92
450399,799917,09/30/2024,9150790.0,337739.72,27.09,778951.0,12097.55,64.39,0.92
050324,798385,09/30/2024,315231867.0,5793143.0,54.41,1031977.0,10077.0,102.41,0.92
070031,796611,09/30/2024,102727239.0,2555070.0,40.21,1885963.0,19149.0,98.49,0.92
230041,799250,09/30/2024,124340815.0,2859780.0,43.63,2821173.0,42285.0,66.72,0.92
450039,822231,09/30/2024,600225641.0,14496566.43,41.4,9567438.0,91943.0,104.06,0.92
100008,829569,09/30/2024,447227740.0,9639352.0,46.4,1397982.0,12987.0,107.64,0.92
220016,799121,09/30/2024,42748867.0,1015466.0,42.1,7218705.0,67413.0,107.08,0.92
450104,799432,09/30/2024,64103965.0,1434588.19,44.68,1910622.0,20617.25,92.67,0.92
450152,798878,09/30/2024,86739578.0,2025678.0,42.77,282585.0,3511.0,80.49,0.92
220095,795354,09/30/2024,74398534.0,1788625.0,41.6,1404210.0,14311.0,98.12,0.92
220036,819009,09/30/2024,128243397.0,2360230.0,53.9,514128.0,7143.0,71.98,0.92
450155,799433,09/30/2024,11811799.0,406127.0,29.08,1067731.0,13574.81,78.66,0.92
220090,799691,09/30/2024,128184109.0,2690420.53,47.64,7012205.0,97384.9,72.01,0.92
220088,798810,09/30/2024,76267426.0,1465825.0,52.03,3402787.0,33557.0,101.4,0.92
220086,831968,09/30/2024,764653708.0,19997689.0,41.05,31079670.0,307016.0,101.23,0.92
220046,799812,09/30/2024,241091022.0,5522580.0,43.66,10111703.0,106797.0,94.68,0.92
220084,798566,09/30/2024,165342115.0,3256012.0,50.78,7022136.0,76659.0,91.6,0.92
220083,798809,09/30/2024,61964251.0,1342992.0,46.14,9479473.0,24201.42,391.69,0.92
010001,798628,09/30/2024,216599951.0,5360094.0,40.61,10394857.0,149282.48,69.63,0.92
220049,799519,09/30/2024,37825373.0,734821.45,51.48,9281730.0,89598.5,103.59,0.92
220052,798285,09/30/2024,95133825.0,2253926.0,42.79,1444066.0,15457.0,93.42,0.92
220077,799124,09/30/2024,584512315.0,14348349.0,40.74,46967245.0,473282.0,99.24,0.92
220075,831664,09/30/2024,133818651.0,2823540.0,47.31,4655436.0,46434.0,100.26,0.92
110005,798407,09/30/2024,356725733.0,7272680.0,49.05,11082028.0,144062.0,76.93,0.92
220060,798687,09/30/2024,129934462.0,2852201.0,45.56,11492296.0,116278.0,98.83,0.92
220074,831165,09/30/2024,415602608.0,9247063.0,44.94,18491100.0,182414.0,101.37,0.92
083026,828616,09/30/2024,11403276.0,278918.88,40.88,531163.0,6367.34,83.42,0.92
220071,831571,09/30/2024,2158645940.0,29839629.0,72.28,43113118.0,409923.0,105.17,0.92
220070,798967,09/30/2024,131138959.0,2523586.0,53.81,4831198.0,50297.0,96.05,0.92
450203,830479,09/30/2024,38631515.0,953161.0,40.58,725.0,12.0,60.42,0.92
220062,799520,09/30/2024,17365056.0,739729.53,23.47,1522850.0,18956.01,80.34,0.92
220100,798968,09/30/2024,410801039.0,8978541.0,54.46,43713674.0,422986.0,103.35,0.92
450148,830372,09/30/2024,32304752.0,667591.48,48.39,14306.0,136.25,105.0,0.92
220101,799125,09/30/2024,279514071.0,5334476.94,52.31,19279620.0,189009.6,102.0,0.92
220035,831570,09/30/2024,242984737.0,5189330.0,46.82,31480807.0,318207.0,98.93,0.92
450108,798875,09/30/2024,19559869.0,533249.32,36.68,770090.0,10086.61,76.35,0.92
220019,799122,09/30/2024,78747669.0,1994284.04,39.49,2844609.0,30318.77,93.82,0.92
220177,831895,09/30/2024,33397598.0,508623.0,65.66,8066508.0,83565.0,96.53,0.92
220024,795688,09/30/2024,131458244.0,2843617.0,46.23,829675.0,6345.0,130.76,0.92
450132,799182,09/30/2024,130980537.0,3505834.31,37.36,10329395.0,110952.6,93.1,0.92
220029,799243,09/30/2024,59850992.0,1283705.0,46.62,2950658.0,29667.0,99.46,0.92
220171,830026,09/30/2024,689380403.0,10004757.0,68.91,11434553.0,122376.0,93.44,0.92
450133,813364,09/30/2024,146118587.0,3947174.56,37.02,26502020.0,258250.0,102.62,0.92
220163,800412,09/30/2024,747580673.0,15284091.73,48.91,49427234.0,482452.16,102.45,0.92
220030,799123,09/30/2024,39332824.0,1025359.06,38.36,3757255.0,39339.18,95.51,0.92
220135,798567,09/30/2024,70142015.0,1300935.81,56.91,11731349.0,109990.75,106.66,0.92
450135,830645,09/30/2024,380501498.0,8269835.0,46.01,2941171.0,32684.0,89.99,0.92
450137,798876,09/30/2024,182222119.0,3964592.16,46.51,731831.0,7401.0,98.88,0.92
220119,831572,09/30/2024,134627209.0,2683826.0,50.16,21983374.0,226933.0,96.87,0.92
220116,799246,09/30/2024,470347046.0,9474105.0,49.65,17358341.0,168859.0,102.8,0.92
220031,799517,09/30/2024,788819329.0,16638695.0,49.28,38269482.0,322452.0,118.68,0.92
220033,799518,09/30/2024,173106746.0,3540263.04,48.9,9974151.0,92333.94,108.02,0.92
450144,799184,09/30/2024,35103128.0,877914.85,39.73,149195.0,1656.3,90.08,0.92
110001,817365,09/30/2024,136420963.0,3369379.48,40.98,3786679.0,41164.25,91.99,0.92
220110,831667,09/30/2024,1434691900.0,27296040.0,52.56,58566705.0,601130.0,100.23,0.92
220108,799126,09/30/2024,60056031.0,1319035.0,45.53,5301956.0,83107.25,63.8,0.92
220105,799692,09/30/2024,132861582.0,2847478.0,46.66,2346048.0,21555.0,108.84,0.92
450147,830126,09/30/2024,76893242.0,1763808.0,43.6,817249.0,10046.0,81.35,0.92
110008,798408,09/30/2024,331633431.0,6836183.0,48.51,4302912.0,59766.0,72.0,0.92
363034,829202,09/30/2024,17783167.0,410413.68,43.33,87051.0,1214.55,71.67,0.92
070020,799471,09/30/2024,238270241.0,4921040.0,48.42,851130.0,11411.0,74.59,0.92
440048,828160,09/30/2024,319658668.0,8142619.0,39.19,19877608.0,353088.9,56.3,0.92
340099,798838,09/30/2024,34192302.0,894828.0,38.21,2620510.0,31229.0,83.91,0.92
050393,809011,09/30/2024,99844256.0,2112433.0,47.27,767213.0,7961.0,96.37,0.92
450698,800164,09/30/2024,5369521.0,260864.4,20.58,1381126.0,22977.06,60.11,0.92
340107,798839,09/30/2024,35888564.0,975596.24,36.79,3703782.0,41991.35,88.2,0.92
440056,798492,09/30/2024,16985205.0,492133.0,34.51,983969.0,12419.0,79.23,0.92
340115,809472,09/30/2024,318029034.0,7040842.0,40.76,18304261.0,253185.05,72.3,0.92
340116,799161,09/30/2024,113620704.0,2535620.0,44.81,13520865.0,176039.0,76.81,0.92
040050,800325,09/30/2024,15615000.0,729455.0,23.59,117340.0,661.0,177.52,0.92
340120,798841,09/30/2024,28024536.0,701370.0,39.96,1878348.0,20451.0,91.85,0.92
440068,798493,09/30/2024,36116445.0,1038007.0,34.79,716854.0,7374.0,97.21,0.92
010033,807678,09/30/2024,980777397.0,25516986.85,38.44,21235946.0,233879.0,90.8,0.92
340127,798842,09/30/2024,45036513.0,1067558.47,42.19,2342494.0,46529.24,50.34,0.92
340129,799162,09/30/2024,32414887.0,838819.0,38.63,4101426.0,59667.0,68.74,0.92
110161,795334,09/30/2024,1095608320.0,23029795.0,47.57,24930272.0,318816.0,78.2,0.92
010029,798632,09/30/2024,180092095.0,4928124.07,36.54,7845945.0,65860.47,119.13,0.92
340142,798470,09/30/2024,71255152.0,2008488.05,35.48,15247952.0,119658.47,127.43,0.92
110142,798555,09/30/2024,9991358.0,273552.0,36.52,129751.0,1951.55,66.49,0.92
450658,800656,09/30/2024,7579410.0,228381.0,33.19,697827.0,8208.0,85.02,0.92
440120,798729,09/30/2024,96965044.0,2625057.0,36.94,1624433.0,19905.0,81.61,0.92
230779,800109,09/30/2024,7887606.0,240534.59,32.79,842340.0,11197.1,75.23,0.92
450654,799921,09/30/2024,18032782.0,680855.0,26.49,2822321.0,28937.0,97.53,0.92
440130,798730,09/30/2024,18358089.0,541855.24,33.37,9904.0,33.6,294.76,0.92
230297,808227,09/30/2024,87527986.0,1692278.99,51.72,2588802.0,9327.0,277.56,0.92
440131,798871,09/30/2024,30918927.0,866584.27,35.52,43728.0,597.78,73.15,0.92
340151,798846,09/30/2024,37606645.0,950046.0,39.58,11744317.0,131628.0,89.22,0.92
450702,830286,09/30/2024,107096734.0,2457720.0,43.58,1868784.0,24442.0,76.46,0.92
340097,798837,09/30/2024,64914228.0,1601439.78,40.53,1008591.0,11528.0,87.49,0.92
100047,829433,09/30/2024,22399844.0,614686.0,36.4,92474.0,1735.0,53.3,0.92
110252,798413,09/30/2024,100079024.0,2344002.0,42.7,4503092.0,53273.0,84.53,0.92
010040,829505,09/30/2024,54912019.0,1720585.0,31.91,2913049.0,40451.0,72.01,0.92
110237,798671,09/30/2024,10458570.0,225232.0,46.43,195174.0,1917.0,101.81,0.92
100062,798788,09/30/2024,162418488.0,3810764.0,42.62,968825.0,16099.0,60.18,0.92
190202,799115,09/30/2024,125705088.0,4400221.0,31.77,86478.0,1282.0,67.46,0.92
030085,808934,09/30/2024,97575293.0,2351304.0,41.5,12957928.0,166306.0,77.92,0.92
433027,828720,09/30/2024,9061937.0,240993.99,37.6,640655.0,9541.99,67.14,0.92
240052,800110,09/30/2024,50920548.0,1290348.82,39.46,1975285.0,20815.78,94.89,0.92
110234,798412,09/30/2024,4444950.0,121299.88,36.64,113095.0,1509.2,74.94,0.92
670128,815197,09/30/2024,17314754.0,340232.91,50.92,399359.0,3876.0,103.03,0.92
240044,798816,09/30/2024,59884067.0,1437996.51,41.64,2115937.0,23727.35,89.18,0.92
450779,830380,09/30/2024,119836247.0,2518877.07,47.58,919238.0,9659.75,95.16,0.92
450775,830493,09/30/2024,231317642.0,5684302.0,40.65,1416772.0,24663.0,57.45,0.92
340068,798834,09/30/2024,35776761.0,985278.17,36.31,4631171.0,69093.25,67.03,0.92
340069,798195,09/30/2024,471535166.0,10867840.0,43.39,44525698.0,703040.0,63.33,0.92
340070,798835,09/30/2024,99834332.0,2542777.0,39.26,13644123.0,211032.0,64.65,0.92
440016,828159,09/30/2024,15682437.0,458755.02,33.95,2724.0,24.7,110.28,0.92
100051,828905,09/30/2024,123078244.0,3260498.3,37.8,1462097.0,14459.0,101.12,0.92
340071,798463,09/30/2024,66066770.0,1574777.0,42.3,5995505.0,47723.0,125.63,0.92
190316,799508,09/30/2024,10150109.0,275122.73,36.89,9745.0,108.28,90.0,0.92
440033,809635,09/30/2024,17115549.0,543320.0,31.5,1194725.0,13950.0,85.64,0.92
340091,798836,09/30/2024,573616739.0,13484253.22,42.54,38795959.0,620260.46,62.55,0.92
040067,815265,09/30/2024,13224636.0,433929.0,30.63,744922.0,8931.25,83.41,0.92
110233,798556,09/30/2024,47618593.0,1217573.65,39.11,965918.0,9052.13,106.71,0.92
100018,800555,09/30/2024,268711134.0,5990576.0,45.04,11261727.0,115607.0,97.41,0.92
110122,799655,09/30/2024,144166993.0,4649717.28,40.55,8232438.0,178940.27,46.01,0.92
070008,800078,09/30/2024,20429641.0,439932.0,46.44,1765037.0,20025.0,88.14,0.92
110095,798554,09/30/2024,171424909.0,3826657.12,44.8,3257434.0,46480.75,70.08,0.92
230167,819444,09/30/2024,144387351.0,3434966.0,42.48,2982683.0,29646.57,100.61,0.92
200052,799512,09/30/2024,30975023.0,723341.0,42.82,2656593.0,20403.11,130.21,0.92
110092,798668,09/30/2024,11845089.0,439931.0,26.92,1482058.0,20954.0,70.73,0.92
200063,809288,09/30/2024,88880032.0,1708645.66,52.02,7767667.0,73459.27,105.74,0.92
450584,798880,09/30/2024,14117108.0,374105.77,37.58,748485.0,2872.0,260.61,0.92
343027,828843,09/30/2024,15445910.0,365136.17,42.3,564835.0,7457.25,75.74,0.92
070011,799643,09/30/2024,97936928.0,1864453.0,52.53,3962999.0,39784.0,99.61,0.92
230141,826339,09/30/2024,189091860.0,4165931.17,46.15,4401970.0,62282.95,70.68,0.92
450571,798740,09/30/2024,152284062.0,4418832.04,34.46,37462148.0,470893.35,79.56,0.92
040014,819180,09/30/2024,113242141.0,2742214.19,41.3,439632.0,2642.5,166.37,0.92
110087,798410,09/30/2024,528196782.0,10716807.0,49.29,11381754.0,138765.0,82.02,0.92
070016,799071,09/30/2024,91592969.0,2216216.0,41.33,2768832.0,37141.0,74.55,0.92
010021,796722,09/30/2024,16779231.0,648116.79,25.89,717242.0,9070.58,79.07,0.92
100022,799219,09/30/2024,1482493325.0,30132221.18,49.2,14437247.0,181842.44,79.39,0.92
010019,798526,09/30/2024,55424274.0,1436302.4,38.59,49363.0,1071.25,46.08,0.92
050272,798774,09/30/2024,141914960.0,2898243.0,48.97,7489832.0,72256.0,103.66,0.92
070017,809035,09/30/2024,116545454.0,2636737.06,44.2,39636379.0,645701.67,61.38,0.92
230105,798973,09/30/2024,79414209.0,1829843.33,43.4,9226136.0,24731.0,373.06,0.92
070018,828075,09/30/2024,163648427.0,2831303.6,57.8,4638682.0,49039.0,94.59,0.92
100019,807857,09/30/2024,184431200.0,4882987.0,37.77,5963682.0,63970.0,93.23,0.92
450498,798608,09/30/2024,7759248.0,233883.3,33.18,836460.0,8893.0,94.06,0.92
200050,800101,09/30/2024,37947574.0,871635.0,43.54,18279491.0,184262.0,99.2,0.92
200041,800404,09/30/2024,31339211.0,732744.77,42.77,2957485.0,30560.54,96.77,0.92
670143,801022,09/30/2024,7262683.0,170226.41,44.17,1320.0,24.0,55.0,0.92
070007,829643,09/30/2024,173899893.0,3694735.0,47.07,12227062.0,130919.0,93.39,0.92
440153,810425,09/30/2024,17256673.0,527515.0,32.71,34361.0,489.0,70.27,0.92
100032,828982,09/30/2024,131395887.0,3244158.9,40.55,1160433.0,10596.0,109.52,0.92
070002,800076,09/30/2024,209862491.0,5098258.0,41.16,30557448.0,516140.0,59.2,0.92
200008,799510,09/30/2024,135262297.0,2489082.25,54.34,2905969.0,27863.73,104.29,0.92
110121,798411,09/30/2024,14482618.0,394937.57,32.21,3506983.0,41839.75,83.82,0.92
450639,830652,09/30/2024,123404495.0,2617367.17,47.15,242795.0,2415.75,100.51,0.92
200009,800099,09/30/2024,982078511.0,17131427.31,55.74,103621425.0,894224.0,115.88,0.92
070003,799470,09/30/2024,47117706.0,1246634.0,37.8,3152913.0,32453.0,97.15,0.92
420037,798487,09/30/2024,35383597.0,766534.87,46.32,470082.0,5344.0,87.96,0.92
040019,798537,09/30/2024,10109552.0,297889.0,33.94,1402973.0,15612.0,89.87,0.92
070004,799069,09/30/2024,22377111.0,466251.0,47.99,2455274.0,20987.0,116.99,0.92
200018,800100,09/30/2024,75421526.0,1678401.0,44.94,4044577.0,43451.0,93.08,0.92
100030,828981,09/30/2024,125494341.0,3384469.72,37.13,655141.0,5152.0,127.16,0.92
040020,830846,09/30/2024,219885081.0,6031399.0,36.46,7981658.0,81654.0,97.75,0.92
670132,798627,09/30/2024,17468614.0,357704.37,48.84,1130914.0,15099.0,74.9,0.92
340173,798082,09/30/2024,126547092.0,2855832.2,44.31,7996022.0,128044.38,62.45,0.92
200021,798439,09/30/2024,114730295.0,2182949.92,52.56,4357874.0,40706.94,107.05,0.92
030114,808938,09/30/2024,50519205.0,1217789.0,41.48,3160437.0,41812.0,75.59,0.92
230216,799252,09/30/2024,86491848.0,2177466.43,39.92,1945784.0,24731.02,78.68,0.92
070006,799214,09/30/2024,429388406.0,5636274.0,76.18,3791492.0,34228.0,110.77,0.92
440185,814931,09/30/2024,10584969.0,248153.14,42.65,155603.0,2024.92,76.84,0.92
230207,809316,09/30/2024,75739026.0,1813878.0,41.75,4731270.0,44712.0,105.82,0.92
200033,799688,09/30/2024,375242566.0,6965855.33,53.87,20060361.0,230124.38,87.17,0.92
100028,799869,09/30/2024,71702516.0,1934929.9,37.06,9761334.0,142569.0,68.47,0.92
230193,798974,09/30/2024,54523684.0,1357921.71,40.36,1591908.0,11618.0,137.02,0.92
340188,798847,09/30/2024,24614592.0,655568.0,37.55,823467.0,7188.0,114.56,0.92
450597,798741,09/30/2024,21250281.0,539529.21,39.35,1210235.0,25051.0,48.31,0.92
230227,799888,09/30/2024,142867079.0,3279284.0,43.97,7372099.0,95510.0,77.19,0.92
220063,798966,09/30/2024,245814195.0,5090100.94,48.29,6174234.0,57641.9,107.11,0.92
190002,799114,09/30/2024,192823551.0,5686929.0,35.23,7118354.0,111865.0,63.63,0.92
140113,800386,09/30/2024,34438619.0,821849.0,41.83,1064593.0,16174.0,65.82,0.92
010078,801023,09/30/2024,97287800.0,3036684.82,32.04,1155970.0,16188.5,71.41,0.92
490005,799764,09/30/2024,230135165.0,5383150.0,42.75,18885004.0,272574.0,69.28,0.92
520087,800055,09/30/2024,459168537.0,7453238.0,61.61,8859875.0,225979.0,39.21,0.92
400016,800725,09/30/2024,89214574.0,4368726.0,20.42,2241723.0,76237.0,29.4,0.92
050077,798382,09/30/2024,460362593.0,8627615.0,53.36,1793087.0,18747.0,95.65,0.92
100238,830169,09/30/2024,47555914.0,1266209.0,37.6,199860.0,4973.85,40.18,0.92
100253,799483,09/30/2024,147943160.0,3612335.46,40.95,10246237.0,134145.0,76.38,0.92
180048,798953,09/30/2024,94976611.0,2131499.0,44.56,1911127.0,19928.33,95.9,0.92
140093,799966,09/30/2024,29744292.0,752245.0,39.39,1169126.0,13038.0,89.67,0.92
100125,829796,09/30/2024,108508252.0,2465660.0,44.01,483445.0,5730.0,84.37,0.92
300001,797769,09/30/2024,310301807.0,6102368.72,50.85,9625038.0,101910.0,94.45,0.92
180044,798952,09/30/2024,266660424.0,6162525.0,43.27,12115172.0,142805.0,84.84,0.92
520109,799623,09/30/2024,48537545.0,1268970.0,38.25,3420879.0,38011.0,90.0,0.92
010087,798531,09/30/2024,175820711.0,4929167.61,35.69,889086.0,9782.15,90.89,0.92
180043,799361,09/30/2024,37278925.0,1035181.0,35.12,930210.0,14300.0,65.05,0.92
170027,820349,09/30/2024,27147079.0,681617.0,39.83,3870888.0,37979.0,101.92,0.92
460042,822016,09/30/2024,29903426.0,726641.0,41.17,212611.0,2773.75,76.65,0.92
140052,796825,09/30/2024,33174191.0,829240.0,40.17,20353.0,226.0,90.06,0.92
180056,798954,09/30/2024,41868856.0,997726.54,41.79,2700191.0,27989.76,96.47,0.92
140148,799970,09/30/2024,263905753.0,7781560.69,33.91,34933946.0,369051.23,94.66,0.92
170074,799111,09/30/2024,23568052.0,463337.03,50.87,1340069.0,11542.27,116.1,0.92
100359,797941,09/30/2024,98168603.0,2439937.0,40.23,438364.0,4252.66,103.08,0.92
140179,799971,09/30/2024,98153686.0,2242304.0,43.76,1529073.0,30059.0,50.87,0.92
470005,801011,09/30/2024,141209599.0,2418000.0,58.4,10257718.0,128241.0,79.99,0.92
010090,798532,09/30/2024,89753075.0,2569705.79,35.05,85720.0,498.34,172.01,0.92
330273,798714,09/30/2024,54871663.0,1167491.21,47.0,773528.0,7419.0,104.26,0.92
520008,798513,09/30/2024,134720168.0,3388551.86,38.52,16207487.0,195875.4,82.74,0.92
053040,829073,09/30/2024,16641157.0,328451.19,50.67,712138.0,6536.83,108.94,0.92
100142,799079,09/30/2024,36371502.0,1054353.11,34.5,3653072.0,52820.58,69.16,0.92
130071,799090,09/30/2024,89401040.0,1882895.0,47.48,6383349.0,40855.0,156.24,0.92
520062,798516,09/30/2024,27246507.0,654330.59,40.31,5214682.0,59694.0,87.36,0.92
300005,797770,09/30/2024,67975359.0,1285188.0,47.84,2909517.0,30053.0,96.81,0.92
320018,800436,09/30/2024,109067533.0,2508344.0,43.48,2177341.0,26056.0,83.56,0.92
140213,799100,09/30/2024,185049845.0,4639440.0,39.89,5449976.0,54899.23,99.27,0.92
133028,797201,09/30/2024,10216469.0,261020.75,39.14,1598627.0,22902.19,69.8,0.92
100315,807924,09/30/2024,44217485.0,1164021.0,37.99,641872.0,7595.0,84.51,0.92
510055,797542,09/30/2024,228235425.0,5826067.0,39.17,13967769.0,359902.0,38.81,0.92
100175,799223,09/30/2024,17235813.0,463304.0,37.2,1336614.0,18179.0,73.53,0.92
220065,799521,09/30/2024,30770391.0,781542.42,39.37,2231906.0,21692.54,102.89,0.92
380050,797981,09/30/2024,136009806.0,2665858.67,51.02,14540281.0,139104.3,104.53,0.92
180079,798956,09/30/2024,41708613.0,1127138.0,37.0,1166277.0,13729.0,84.95,0.92
153030,832019,09/30/2024,10772735.0,282007.83,38.2,1446729.0,18038.01,80.2,0.92
100135,807885,09/30/2024,373271786.0,9391352.0,39.37,23612981.0,276095.0,85.52,0.92
050696,798781,09/30/2024,472117279.0,7645582.4,61.75,13370955.0,149484.0,89.45,0.92
100246,829801,09/30/2024,133924469.0,3455382.0,38.94,2577029.0,21920.0,117.57,0.92
010073,798635,09/30/2024,11101021.0,449022.0,24.72,180094.0,4496.0,40.06,0.92
380005,798481,09/30/2024,28117596.0,464347.02,60.55,1559514.0,16860.61,92.49,0.92
140162,799097,09/30/2024,66829298.0,1717112.0,39.61,4550910.0,41804.0,108.86,0.92
370166,798590,09/30/2024,12167905.0,374744.2,32.47,387718.0,5837.0,66.42,0.92
470001,810524,09/30/2024,131756738.0,2932405.0,44.93,16661483.0,197171.0,84.5,0.92
150075,808059,09/30/2024,12574415.0,342180.0,36.75,779521.0,10112.0,77.09,0.92
140233,799101,09/30/2024,137580495.0,3157773.0,45.11,2871549.0,25737.0,111.57,0.92
010112,798639,09/30/2024,19853861.0,689158.31,28.81,480848.0,6949.01,69.2,0.92
470011,799295,09/30/2024,52257602.0,1146511.0,45.58,3963193.0,60196.0,65.84,0.92
050026,830692,09/30/2024,427538710.0,7054294.0,60.61,18090482.0,128973.0,140.27,0.92
010099,798637,09/30/2024,16482037.0,495318.78,33.28,1268430.0,24000.93,52.85,0.92
170012,799804,09/30/2024,124141219.0,2733734.29,45.41,1590785.0,11750.0,135.39,0.92
520049,799931,09/30/2024,318376701.0,7770707.0,40.97,3430994.0,107875.92,31.81,0.92
050503,798387,09/30/2024,158740454.0,2967468.0,53.49,122011.0,1160.0,105.18,0.92
470003,825465,09/30/2024,908585720.0,16419908.56,55.95,75205132.0,799940.08,94.01,0.92
190004,798965,09/30/2024,109971017.0,2249174.19,48.89,2541746.0,20264.04,125.43,0.92
330049,799560,09/30/2024,59843077.0,1243374.5,48.13,1845550.0,18872.0,97.79,0.92
140100,799094,09/30/2024,47620402.0,1218643.74,39.08,2112914.0,22917.63,92.2,0.92
100286,814144,09/30/2024,117141742.0,21036178.0,5.56,6041494.0,94747.0,63.76,0.92
140110,799967,09/30/2024,71196279.0,1632170.0,44.02,248143.0,3032.0,81.84,0.92
170208,799231,09/30/2024,26429823.0,538824.21,41.63,2028099.0,26467.57,76.63,0.92
180027,798951,09/30/2024,70519562.0,1790736.0,39.38,1923307.0,14768.0,130.23,0.92
140015,814248,09/30/2024,283638000.0,6641385.59,42.71,5304546.0,65671.53,80.77,0.92
100128,800367,09/30/2024,766802103.0,18450424.0,41.56,47593775.0,830284.0,57.32,0.92
170014,799668,09/30/2024,22967604.0,560240.0,41.0,590857.0,7024.0,84.12,0.92
180024,798950,09/30/2024,22622503.0,546686.0,41.38,429759.0,5552.0,77.41,0.92
030013,800830,09/30/2024,282246779.0,5486844.0,51.44,29670823.0,316872.0,93.64,0.92
100130,800761,09/30/2024,18028301.0,496246.35,36.33,443604.0,5002.25,88.68,0.92
100249,800369,09/30/2024,35767238.0,1014683.0,35.25,1994175.0,13358.0,149.29,0.92
050100,831218,09/30/2024,567816644.0,9811340.63,57.88,5173898.0,51055.0,101.34,0.92
470024,798891,09/30/2024,59161244.0,1188875.49,49.76,4513294.0,53978.39,83.61,0.92
100296,830546,09/30/2024,76103371.0,1798394.0,42.32,776051.0,8332.0,93.14,0.92
140161,799348,09/30/2024,35825514.0,772958.0,47.32,204345.0,2548.0,80.2,0.92
