ccn,rpt_rec_num,fy_end,total_salaries,total_paid_hours,total_avg_hourly_wage,contract_labor_dollars,contract_labor_hours,contract_labor_hourly_rate,source_confidence
050352,812294,12/31/2024,80718330.0,1477788.72,54.62,2614388.0,25300.33,103.33,0.92
340171,813080,12/31/2024,78289805.0,1740842.0,45.03,2759935.0,54579.0,50.57,0.92
360236,811058,12/31/2024,51380814.0,1189716.56,43.19,568546.0,6160.84,92.28,0.92
340113,811856,12/31/2024,1685527849.0,28348033.37,52.25,35156779.0,403048.4,87.23,0.92
360239,816117,12/31/2024,64331446.0,1562610.29,41.17,2005111.0,16836.23,119.1,0.92
050353,812297,12/31/2024,200683368.0,3728214.0,54.01,4406453.0,71860.0,61.32,0.92
340158,825870,12/31/2024,45981389.0,1100854.0,41.75,909628.0,17949.0,50.68,0.92
360259,810318,12/31/2024,28671974.0,806671.0,35.54,1203782.0,13111.0,91.81,0.92
050357,812298,12/31/2024,36664488.0,664734.61,57.36,909400.0,8349.44,108.92,0.92
340148,813076,12/31/2024,22085373.0,442099.36,50.27,1650.0,35.0,47.14,0.92
340166,811862,12/31/2024,106561771.0,2305118.71,46.44,3822833.0,42582.58,89.77,0.92
050390,812303,12/31/2024,76521633.0,1646769.0,46.47,3193404.0,32921.69,97.0,0.92
340109,813073,12/31/2024,53966848.0,1297045.11,42.74,2325526.0,23314.74,99.74,0.92
360367,813150,12/31/2024,12084419.0,318164.18,37.98,393198.0,5757.8,68.29,0.92
363036,813165,12/31/2024,7377870.0,175650.0,42.0,1404880.0,17402.0,80.73,0.92
363039,813166,12/31/2024,6631771.0,167967.0,39.48,54923.0,1013.0,54.22,0.92
050425,812307,12/31/2024,248403421.0,3315977.76,82.99,143157228.0,1312758.0,109.05,0.92
050232,810658,12/31/2024,67638785.0,1107323.0,61.08,13160607.0,112429.0,117.06,0.92
050231,812273,12/31/2024,371142660.0,6583359.68,56.38,8054455.0,93336.23,86.3,0.92
050426,812309,12/31/2024,72020968.0,1555306.0,46.31,1564157.0,11971.0,130.66,0.92
340023,813054,12/31/2024,118495856.0,2569643.0,46.11,9542502.0,85695.0,111.35,0.92
340047,813061,12/31/2024,924611667.0,21297330.0,44.88,72897648.0,903693.0,80.67,0.92
340021,811844,12/31/2024,141943787.0,3227864.46,44.18,5228007.0,61825.42,84.56,0.92
050230,812272,12/31/2024,31301440.0,684085.0,45.76,700000.0,8425.0,83.09,0.92
340015,825864,12/31/2024,87539823.0,2108365.0,42.33,7546265.0,134004.0,56.31,0.92
340014,825863,12/31/2024,550282502.0,11204329.63,48.86,30837627.0,541753.28,56.92,0.92
340004,811843,12/31/2024,120767590.0,3207273.75,43.11,11345947.0,142216.46,79.78,0.92
340001,811841,12/31/2024,328679930.0,7182136.94,45.9,11667233.0,129387.09,90.17,0.92
340020,829675,12/31/2024,27536143.0,717680.0,38.37,13000160.0,394175.0,32.98,0.92
340049,813062,12/31/2024,16229486.0,421852.0,38.47,387572.0,4610.0,84.07,0.92
050235,812274,12/31/2024,204838721.0,3389088.0,60.85,5125714.0,77722.0,65.95,0.92
360368,816127,12/31/2024,19341559.0,444389.84,43.52,465429.0,4196.06,110.92,0.92
340098,811854,12/31/2024,206371309.0,4350854.63,47.52,7362413.0,166697.9,44.17,0.92
360374,811888,12/31/2024,15871527.0,314173.99,50.52,391.0,7.63,51.25,0.92
050394,811333,12/31/2024,245459336.0,4813116.0,51.0,3565871.0,25059.0,142.3,0.92
340096,811853,12/31/2024,44022958.0,1193017.73,41.75,1054373.0,14206.92,74.22,0.92
050396,821399,12/31/2024,348288660.0,5935373.91,57.94,12163037.0,116527.08,104.38,0.92
340085,813069,12/31/2024,76978273.0,1592695.0,51.49,2354117.0,41023.0,57.39,0.92
363033,829536,12/31/2024,16103438.0,365588.7,44.05,924526.0,11033.64,83.79,0.92
340084,811852,12/31/2024,12413889.0,272397.23,45.57,102739.0,1088.34,94.4,0.92
050411,811334,12/31/2024,169300318.0,2444451.61,65.25,91194954.0,896691.0,101.7,0.92
340064,811849,12/31/2024,42192891.0,1169644.51,40.12,710066.0,9575.74,74.15,0.92
050236,811320,12/31/2024,79500550.0,1493114.64,53.24,639094.0,6187.66,103.29,0.92
340053,825866,12/31/2024,458866724.0,9343116.0,49.04,14269703.0,285664.0,49.95,0.92
362036,828849,12/31/2024,14571616.0,347516.5,41.93,1326624.0,18955.53,69.99,0.92
050407,812305,12/31/2024,45388821.0,763933.39,59.41,3307643.0,25370.0,130.38,0.92
050224,810657,12/31/2024,662853385.0,11714807.0,56.58,3241220.0,20984.0,154.46,0.92
340190,813084,12/31/2024,32063762.0,674889.9,46.95,434098.0,9528.0,45.56,0.92
360197,810316,12/31/2024,57364006.0,1369954.85,41.87,5752258.0,61781.42,93.11,0.92
360096,813121,12/31/2024,27382752.0,937455.0,29.21,378939.0,6240.0,60.73,0.92
360064,813105,12/31/2024,143098860.0,4007396.17,35.71,8697765.0,102010.39,85.26,0.92
360059,829717,12/31/2024,872681083.0,17059395.0,51.16,12179238.0,329169.0,37.0,0.92
360098,813124,12/31/2024,134632945.0,3324570.61,40.48,10022872.0,134117.83,74.73,0.92
050290,812281,12/31/2024,168755763.0,2856418.0,59.48,7796220.0,126603.0,61.58,0.92
360056,811052,12/31/2024,81874384.0,1857200.7,44.08,3457230.0,38717.62,89.29,0.92
360107,811053,12/31/2024,20902851.0,602856.65,34.56,71951.0,955.27,75.32,0.92
360109,813125,12/31/2024,17551659.0,531589.0,33.02,186415.0,2947.0,63.26,0.92
360112,811882,12/31/2024,321947891.0,7719603.93,41.71,14179752.0,160301.33,88.46,0.92
360051,811874,12/31/2024,408530953.0,10457557.63,39.07,64418668.0,738736.87,87.2,0.92
360121,811054,12/31/2024,24321854.0,858435.0,35.53,28957.0,328.82,88.06,0.92
360123,813126,12/31/2024,67744099.0,1781412.53,38.03,1576164.0,26426.06,59.64,0.92
360041,813103,12/31/2024,80344153.0,2098560.97,38.18,4647507.0,74454.84,62.42,0.92
360065,814755,12/31/2024,64572274.0,1732922.0,37.26,929828.0,10305.0,90.23,0.92
360066,811876,12/31/2024,125699884.0,3239176.31,38.81,13963178.0,153576.0,90.92,0.92
360086,811879,12/31/2024,88316350.0,2181705.15,40.48,9043874.0,103253.2,87.59,0.92
360082,809498,12/31/2024,52928841.0,1285856.0,43.86,4712136.0,47913.0,98.35,0.92
360079,826691,12/31/2024,235646317.0,5470857.58,43.07,16902624.0,149683.14,112.92,0.92
360087,813119,12/31/2024,62536668.0,1610204.18,39.09,5057974.0,53543.75,94.46,0.92
360078,813113,12/31/2024,58919062.0,1612734.81,36.2,1982476.0,30109.14,65.84,0.92
360077,811878,12/31/2024,212055394.0,5182827.8,41.25,14155624.0,157329.02,89.97,0.92
360089,813120,12/31/2024,21392485.0,549544.87,38.93,1216716.0,21368.14,56.94,0.92
360040,811873,12/31/2024,103207544.0,2454122.81,42.16,4041012.0,41468.03,97.45,0.92
360076,811877,12/31/2024,82434659.0,2058569.39,40.04,10588214.0,123043.11,86.05,0.92
360072,813111,12/31/2024,107207562.0,2801487.0,38.27,3307076.0,33491.0,98.75,0.92
360070,813110,12/31/2024,160040924.0,4118670.71,38.86,13660098.0,149295.25,91.5,0.92
360092,809501,12/31/2024,64269444.0,1542440.0,41.67,1268391.0,14248.0,89.02,0.92
050301,812285,12/31/2024,73697864.0,1338478.72,55.14,3540712.0,36291.79,97.56,0.92
360095,811881,12/31/2024,95292106.0,2373035.92,40.42,3967823.0,51124.98,77.61,0.92
360075,813112,12/31/2024,62951856.0,1722913.87,36.4,2292621.0,48110.39,47.65,0.92
360125,813127,12/31/2024,68835776.0,1643872.0,41.87,2667946.0,25573.0,104.33,0.92
360036,813102,12/31/2024,63015917.0,1806069.34,34.84,318442.0,3573.07,89.12,0.92
050278,811323,12/31/2024,212311842.0,3771419.0,56.55,5357670.0,89369.0,59.95,0.92
360159,813139,12/31/2024,119090912.0,3280959.3,36.07,8129073.0,95700.87,84.94,0.92
360161,811883,12/31/2024,55763169.0,1517107.46,36.76,3493760.0,41308.11,84.58,0.92
360002,813096,12/31/2024,27235888.0,752082.2,35.73,156728.0,2420.0,64.76,0.92
050335,811328,12/31/2024,112357182.0,2244878.0,50.05,2848793.0,27635.28,103.09,0.92
360001,811868,12/31/2024,79843451.0,1787491.67,44.67,3505558.0,36795.42,95.27,0.92
360155,810313,12/31/2024,138840741.0,3593520.41,38.78,6195285.0,71393.51,86.78,0.92
360172,811884,12/31/2024,67058221.0,1755321.53,38.2,5119372.0,74768.0,68.47,0.92
050336,812293,12/31/2024,101718403.0,2052433.0,49.56,9620506.0,97095.41,99.08,0.92
350019,814741,12/31/2024,306152729.0,5571920.0,54.95,20430582.0,218473.0,93.52,0.92
350015,811866,12/31/2024,352336600.0,6227975.0,56.57,13263434.0,142135.0,93.32,0.92
360175,813142,12/31/2024,33046858.0,805085.0,41.05,162007.0,1089.0,148.77,0.92
350011,810302,12/31/2024,777117115.0,14242677.0,56.3,42823692.0,573425.0,74.68,0.92
360180,811056,12/31/2024,3623672200.0,58833273.0,62.01,98838850.0,1022097.0,96.7,0.92
360189,809509,12/31/2024,19199377.0,507251.75,37.85,1717531.0,25130.0,68.35,0.92
360174,813141,12/31/2024,53711486.0,1381036.17,38.88,1556484.0,23874.06,65.2,0.92
340195,813085,12/31/2024,26279501.0,529240.12,49.69,540867.0,11585.0,46.69,0.92
360009,811869,12/31/2024,92644219.0,2607360.0,35.55,6335782.0,69923.0,90.61,0.92
360150,813135,12/31/2024,49332062.0,1390325.0,35.48,166918.0,1989.25,83.91,0.92
360131,813128,12/31/2024,39794641.0,1169564.83,34.03,903621.0,9763.53,92.55,0.92
360132,816100,12/31/2024,63019777.0,1422976.12,44.29,1598148.0,15639.26,102.19,0.92
360032,813101,12/31/2024,25211651.0,767275.44,32.92,6182265.0,125093.38,49.42,0.92
360133,816102,12/31/2024,177556840.0,4208821.84,42.19,15967461.0,141560.63,112.8,0.92
360027,813100,12/31/2024,298800846.0,7661579.0,39.22,19936034.0,241394.0,82.59,0.92
360026,816055,12/31/2024,15520854.0,374297.15,41.47,592326.0,5353.18,110.65,0.92
360137,813131,12/31/2024,757937466.0,14938320.35,50.09,39483852.0,488477.0,80.83,0.92
360010,811870,12/31/2024,53889176.0,1399480.23,38.65,3411581.0,35105.75,97.18,0.92
360025,813099,12/31/2024,107657037.0,3036275.57,35.4,471035.0,4975.5,94.67,0.92
360020,811871,12/31/2024,343412149.0,8984792.39,38.22,25565869.0,310403.0,82.36,0.92
360144,813133,12/31/2024,62459826.0,1541182.0,41.8,12104286.0,127100.0,95.23,0.92
360016,811051,12/31/2024,94228959.0,2181065.87,43.2,5879344.0,63813.23,92.13,0.92
360145,813134,12/31/2024,74005906.0,2000973.63,36.98,1241787.0,19125.3,64.93,0.92
360013,813097,12/31/2024,33277122.0,882839.0,37.98,3341042.0,43094.0,77.53,0.92
360148,809505,12/31/2024,15026769.0,460220.94,32.65,35775.0,601.0,59.53,0.92
050329,811326,12/31/2024,101081456.0,2175580.0,49.05,12935605.0,140092.0,92.34,0.92
360143,811055,12/31/2024,75761493.0,1914413.0,39.57,9259522.0,95313.0,97.15,0.92
370026,810333,12/31/2024,34017747.0,926157.0,37.56,1715474.0,21231.0,80.8,0.92
050455,810674,12/31/2024,221144582.0,4118609.09,53.69,9526863.0,92982.18,102.46,0.92
370037,816148,12/31/2024,256571367.0,5534510.24,45.77,5445836.0,81200.82,67.07,0.92
330166,815945,12/31/2024,5084962.0,140111.0,36.29,506045.0,5271.0,96.01,0.92
380001,813196,12/31/2024,57861095.0,1177141.0,55.27,933375.0,8525.0,109.49,0.92
050561,813604,12/31/2024,136135811.0,2024458.19,61.02,78995008.0,790511.0,99.93,0.92
050140,812254,12/31/2024,437727604.0,6717012.59,66.52,206034394.0,2080451.0,99.03,0.92
330162,820597,12/31/2024,249254821.0,3615312.0,68.94,421144.0,3769.0,111.74,0.92
330160,818273,12/31/2024,879741826.0,14185716.0,62.02,5156176.0,47179.0,109.29,0.92
330158,813001,12/31/2024,155233788.0,3060571.63,50.72,994476.0,7691.22,129.3,0.92
330157,811788,12/31/2024,140902024.0,3338717.0,42.39,12937076.0,134538.0,96.16,0.92
380004,813197,12/31/2024,372759116.0,7048956.0,52.88,10445858.0,201257.0,51.9,0.92
050139,812253,12/31/2024,272292397.0,4260041.08,68.65,121271782.0,1179605.0,102.81,0.92
050138,812252,12/31/2024,355631477.0,5486833.25,66.92,180528794.0,1728395.0,104.45,0.92
380014,810353,12/31/2024,244778759.0,3872501.0,63.21,16347105.0,181658.0,89.99,0.92
330169,811792,12/31/2024,366034323.0,7765875.0,47.13,7768594.0,70353.0,110.42,0.92
373036,813194,12/31/2024,6343423.0,79518.0,79.77,346314.0,6445.0,53.73,0.92
050145,812255,12/31/2024,355376440.0,4882368.01,72.79,11801798.0,107484.57,109.8,0.92
330181,813675,12/31/2024,151901046.0,2593127.0,58.58,275872.0,2608.0,105.78,0.92
330198,813016,12/31/2024,387676256.0,6645961.11,58.33,891464.0,12086.54,73.76,0.92
050543,813970,12/31/2024,34146180.0,852876.58,40.04,92085.0,1109.54,82.99,0.92
330197,811801,12/31/2024,152485535.0,2760657.0,55.24,12108486.0,100966.0,119.93,0.92
050150,813897,12/31/2024,83098833.0,1283968.0,64.72,4630199.0,37420.0,123.74,0.92
330195,820599,12/31/2024,2160085251.0,32205341.0,67.07,1197724.0,11343.0,105.59,0.92
370240,814794,12/31/2024,10160007.0,284409.0,35.72,327144.0,3947.0,82.88,0.92
050149,813896,12/31/2024,203601853.0,3539083.0,57.53,18390820.0,150838.0,121.92,0.92
330194,813011,12/31/2024,872364214.0,13027953.0,66.96,13315094.0,125880.0,105.78,0.92
330191,811797,12/31/2024,199536687.0,4210885.89,44.44,12773513.0,140712.0,90.78,0.92
050549,811343,12/31/2024,192902106.0,2888070.0,67.22,253493.0,3031.0,83.63,0.92
330188,811031,12/31/2024,63608655.0,1359566.0,47.14,1975923.0,19108.0,103.41,0.92
330185,813009,12/31/2024,246987144.0,4175372.0,59.15,354071.0,3383.0,104.66,0.92
330184,813008,12/31/2024,119979977.0,1995095.0,55.03,9148153.0,92864.0,98.51,0.92
330182,813006,12/31/2024,374055835.0,5991635.0,62.43,719966.0,8276.0,86.99,0.92
373033,813192,12/31/2024,11851680.0,86587.0,136.88,311925.0,5824.0,53.56,0.92
330193,813010,12/31/2024,181349857.0,3647325.0,49.72,2006301.0,15240.0,131.65,0.92
380020,811071,12/31/2024,97876358.0,1698053.0,57.64,4596758.0,49276.0,93.29,0.92
330126,820514,12/31/2024,260204201.0,5329477.0,48.82,740131.0,7166.0,103.28,0.92
330125,811782,12/31/2024,621952245.0,12770429.0,48.33,114643172.0,1044790.0,109.73,0.92
330090,812984,12/31/2024,216597482.0,4974774.0,43.7,12968502.0,139488.0,92.97,0.92
050588,812334,12/31/2024,26999992.0,631441.0,42.76,3479002.0,37936.0,91.71,0.92
330086,813672,12/31/2024,53740500.0,841645.0,51.84,7079015.0,80261.0,88.2,0.92
330085,811771,12/31/2024,38141464.0,852738.13,44.73,6485232.0,62593.0,103.61,0.92
380056,813204,12/31/2024,54631399.0,1299512.0,42.04,281607.0,3171.0,88.81,0.92
050590,813983,12/31/2024,146435766.0,2348384.0,62.54,8492425.0,60958.0,139.32,0.92
380047,813203,12/31/2024,323730322.0,4936562.0,65.21,12683527.0,135452.0,93.64,0.92
380060,811922,12/31/2024,188586054.0,4245693.44,44.42,12306473.0,130820.23,94.07,0.92
330073,811766,12/31/2024,82267158.0,1771956.0,46.43,3412209.0,40602.0,84.04,0.92
380061,813207,12/31/2024,352919099.0,6443362.0,54.77,9067298.0,172630.0,52.52,0.92
050597,812336,12/31/2024,54405775.0,1099027.88,49.5,3845417.0,44634.44,86.15,0.92
330059,813671,12/31/2024,2964946275.0,37807509.0,67.58,24023658.0,236211.0,101.7,0.92
330078,811025,12/31/2024,186585700.0,4046974.0,46.27,6284698.0,137712.0,45.64,0.92
050133,811313,12/31/2024,180806810.0,2713789.03,66.61,1762569.0,17147.43,102.79,0.92
050586,812332,12/31/2024,35505151.0,890431.0,39.87,5000443.0,57643.0,86.75,0.92
050137,812251,12/31/2024,126766508.0,2418777.18,63.43,67113226.0,640861.0,104.72,0.92
380022,813200,12/31/2024,108626013.0,1920800.0,56.55,4817651.0,45401.58,106.11,0.92
330119,812995,12/31/2024,997649659.0,12663495.0,78.78,1282988.0,10664.0,120.31,0.92
330115,812994,12/31/2024,73890839.0,1826827.0,40.45,935824.0,8919.0,104.92,0.92
330111,812992,12/31/2024,18858786.0,529204.0,35.64,486703.0,10947.0,44.46,0.92
330107,818271,12/31/2024,220290994.0,3364731.0,65.47,1198527.0,14811.0,80.92,0.92
050580,812330,12/31/2024,27025867.0,654553.0,41.29,309687.0,3612.0,85.74,0.92
330094,812985,12/31/2024,91581422.0,1920658.0,43.26,5331719.0,57953.0,92.0,0.92
330106,820596,12/31/2024,1916980490.0,30180488.0,63.52,95027.0,857.0,110.88,0.92
330103,811776,12/31/2024,79135331.0,2664298.0,29.7,5384996.0,64005.0,84.13,0.92
050135,812249,12/31/2024,158371473.0,2614923.3,60.56,10678345.0,96253.0,110.94,0.92
330102,811026,12/31/2024,95594917.0,2199003.0,43.69,1040220.0,11092.0,93.78,0.92
380037,813201,12/31/2024,44844547.0,891226.0,50.32,2426809.0,41665.0,58.25,0.92
330101,831915,12/31/2024,4853790024.0,67493789.0,68.65,90190746.0,744570.0,121.13,0.92
380038,813202,12/31/2024,68822577.0,1294650.0,53.17,2412319.0,42831.0,56.32,0.92
330104,812989,12/31/2024,168622792.0,3062918.0,49.34,16607987.0,160195.0,103.67,0.92
050152,812258,12/31/2024,106370465.0,1337515.79,79.53,4999030.0,50912.98,98.19,0.92
330203,813017,12/31/2024,229775770.0,4792065.0,47.95,31091714.0,378298.0,82.19,0.92
050541,812324,12/31/2024,134442002.0,1519812.92,82.65,68941801.0,621207.0,110.98,0.92
330350,814705,12/31/2024,279577774.0,4762352.0,58.71,12186337.0,155688.0,78.27,0.92
330332,823100,12/31/2024,88849700.0,1671408.0,53.16,1085297.0,6797.0,159.67,0.92
050180,812265,12/31/2024,405242320.0,4702058.96,86.18,13644633.0,132596.4,102.9,0.92
330307,814704,12/31/2024,135743521.0,3205410.0,42.35,7371751.0,99359.0,74.19,0.92
330304,813681,12/31/2024,416215911.0,6346599.0,59.78,8886318.0,91545.0,97.07,0.92
050496,812313,12/31/2024,235021387.0,2923156.86,80.4,9484005.0,101591.85,93.35,0.92
330286,829121,12/31/2024,378434995.0,6611812.0,57.24,4512797.0,35962.0,125.49,0.92
050179,812264,12/31/2024,94092251.0,1714548.0,54.84,2435759.0,42031.0,57.95,0.92
330276,811820,12/31/2024,67817365.0,1578266.0,42.97,2246810.0,27425.0,81.93,0.92
050510,810677,12/31/2024,93638840.0,1157634.76,78.28,49198666.0,442573.0,111.17,0.92
330267,813679,12/31/2024,134702252.0,2230653.0,53.81,13569238.0,129862.0,104.49,0.92
330265,811816,12/31/2024,58943031.0,1386671.0,42.42,9425075.0,118543.0,79.51,0.92
050512,810678,12/31/2024,98337733.0,1458504.31,83.72,57169458.0,507977.0,112.54,0.92
330279,811034,12/31/2024,220448553.0,4696276.0,47.07,11221168.0,132435.0,84.73,0.92
330264,813031,12/31/2024,108694005.0,2170612.0,47.57,1525604.0,13584.0,112.31,0.92
330386,821172,12/31/2024,37459132.0,878086.0,42.66,1271801.0,14605.0,87.08,0.92
330393,813036,12/31/2024,941434836.0,18029994.0,52.21,11130342.0,101029.0,110.17,0.92
050204,811317,12/31/2024,96362827.0,2040450.0,49.66,8006587.0,52318.0,153.04,0.92
370049,813178,12/31/2024,127171400.0,2711753.2,46.9,5216969.0,58541.1,89.12,0.92
050468,813959,12/31/2024,57278759.0,1267052.59,45.21,9732076.0,110840.27,87.8,0.92
050197,810656,12/31/2024,113684545.0,1402650.0,81.05,1515310.0,14174.0,106.91,0.92
370054,811064,12/31/2024,26248391.0,718756.0,36.52,97847.0,1573.0,62.2,0.92
370094,810339,12/31/2024,56179733.0,1332710.32,42.15,3627312.0,52248.05,69.42,0.92
370149,810341,12/31/2024,61629830.0,1608734.63,38.31,566036.0,2797.13,202.36,0.92
050194,811316,12/31/2024,67264986.0,998518.67,67.36,4865884.0,38056.63,127.86,0.92
330410,811832,12/31/2024,44864815.0,1142274.0,39.28,4467721.0,100214.0,44.58,0.92
050192,812267,12/31/2024,75822560.0,1857555.0,40.4,173543.0,1748.0,99.28,0.92
330401,823101,12/31/2024,144215519.0,2759027.0,52.27,3146445.0,51221.0,61.43,0.92
330399,811830,12/31/2024,286004074.0,4758594.0,60.1,14577960.0,147228.0,99.02,0.92
330395,813037,12/31/2024,207318578.0,3664784.0,56.57,27714127.0,231815.0,119.55,0.92
330394,811828,12/31/2024,357428513.0,9086751.0,39.34,21809599.0,265681.0,82.09,0.92
260011,812836,12/31/2024,57853154.0,1283589.26,45.07,1791129.0,30190.51,59.33,0.92
330261,822215,12/31/2024,256273001.0,4258887.0,60.17,182699.0,1554.0,117.57,0.92
370192,816863,12/31/2024,2834016.0,74784.81,40.16,41124.0,618.0,66.54,0.92
370216,811068,12/31/2024,17404832.0,448636.23,38.79,46382.0,643.4,72.09,0.92
330221,814691,12/31/2024,193992822.0,3617760.0,53.62,13847279.0,103783.0,133.43,0.92
330219,828208,12/31/2024,360211331.0,7668859.25,46.89,15949108.0,433160.0,36.82,0.92
370220,811913,12/31/2024,5559871.0,162278.0,34.26,57592.0,1020.0,56.46,0.92
330218,813020,12/31/2024,85984662.0,1979842.0,43.43,3730201.0,53806.0,69.33,0.92
050526,812319,12/31/2024,31499945.0,736695.0,42.76,154885.0,1800.0,86.05,0.92
330215,813019,12/31/2024,58747294.0,1558872.0,37.69,4714666.0,43041.0,109.54,0.92
050158,812261,12/31/2024,26161316.0,608354.0,43.0,1452361.0,20024.0,72.53,0.92
370225,811914,12/31/2024,12219129.0,318738.0,38.34,58048.0,553.0,104.97,0.92
330208,811805,12/31/2024,183468014.0,3718806.0,49.38,4431476.0,34643.0,127.92,0.92
330205,813018,12/31/2024,21811547.0,529922.22,41.16,253553.0,2972.4,85.3,0.92
370222,810345,12/31/2024,61083970.0,1561676.77,39.11,709330.0,7835.64,90.53,0.92
330259,817395,12/31/2024,170731655.0,3079880.0,55.43,602790.0,6079.0,99.16,0.92
370215,813185,12/31/2024,191011892.0,3316189.0,57.6,720576.0,8489.0,84.88,0.92
330226,813026,12/31/2024,318748625.0,7438061.0,42.67,75359231.0,742507.0,101.49,0.92
050515,812315,12/31/2024,360497133.0,5291237.59,67.76,170218329.0,1712525.0,99.4,0.92
330246,813030,12/31/2024,125681951.0,2432161.0,51.68,357315.0,2049.0,174.39,0.92
330241,813677,12/31/2024,618148960.0,14314795.0,43.51,174312212.0,1404093.0,124.15,0.92
370201,814792,12/31/2024,5773238.0,150631.0,38.33,175888.0,2534.0,69.41,0.92
370202,810343,12/31/2024,74208159.0,1730714.97,42.88,3404316.0,24841.0,137.04,0.92
370203,810344,12/31/2024,31041110.0,919356.81,36.03,761499.0,13059.0,58.31,0.92
330224,819142,12/31/2024,79063053.0,1513572.0,52.24,5434205.0,72897.0,74.55,0.92
370206,813183,12/31/2024,18142821.0,405109.0,44.79,51263.0,684.0,74.95,0.92
330235,813676,12/31/2024,69394291.0,1707838.0,40.63,20819604.0,185761.99,112.08,0.92
370210,811067,12/31/2024,37878638.0,1005824.0,37.66,269721.0,3270.0,82.48,0.92
330234,813028,12/31/2024,663840590.0,9803676.0,67.71,,108105.0,105.11,0.92
330233,814695,12/31/2024,597836021.0,11130108.0,53.71,,448347.0,114.06,0.92
370212,813184,12/31/2024,12919012.0,389534.9,34.93,137224.0,1821.91,75.32,0.92
330229,811808,12/31/2024,21195089.0,560718.0,37.8,6347661.0,59053.0,107.49,0.92
050517,812316,12/31/2024,38976496.0,841146.46,46.34,1859672.0,19171.88,97.0,0.92
260005,819316,12/31/2024,144822081.0,2634827.15,54.96,4364794.0,89688.71,48.67,0.92
440081,800488,12/31/2024,39185763.0,975603.42,32.54,1568500.0,17628.95,88.97,0.92
240213,810929,12/31/2024,88229700.0,1671941.11,52.77,1925731.0,21144.0,91.08,0.92
060075,815369,12/31/2024,140580986.0,2763954.73,50.96,9917037.0,118917.45,83.39,0.92
450064,831614,12/31/2024,122134079.0,2690006.77,45.4,40797.0,379.0,107.64,0.92
240210,810928,12/31/2024,196025968.0,3538555.0,55.4,4150796.0,46465.0,89.33,0.92
230020,812768,12/31/2024,247567299.0,6603802.0,37.49,5499612.0,69617.63,79.0,0.92
240207,810927,12/31/2024,142125385.0,2710031.0,52.44,892995.0,10208.0,87.48,0.92
060076,818855,12/31/2024,19310989.0,413055.32,46.75,790393.0,7656.0,103.24,0.92
440218,811117,12/31/2024,10206264.0,240895.0,44.03,1660553.0,27032.0,61.43,0.92
240187,812807,12/31/2024,43694682.0,828869.44,52.72,732155.0,8647.73,84.66,0.92
240166,812806,12/31/2024,27929353.0,481529.37,57.51,304488.0,3926.2,77.55,0.92
230022,812770,12/31/2024,29439157.0,697984.0,42.18,3076101.0,36189.0,85.0,0.92
240141,810926,12/31/2024,35714049.0,640141.59,55.79,22458.0,260.0,86.38,0.92
230024,811629,12/31/2024,109572032.0,2585305.0,42.21,25773646.0,613476.0,42.01,0.92
430027,810409,12/31/2024,613130478.0,12055542.0,50.86,27447941.0,182986.0,150.0,0.92
240115,810925,12/31/2024,307591584.0,5225442.0,58.8,9992809.0,134794.0,74.13,0.92
240106,811660,12/31/2024,447505571.0,9503914.0,47.09,16160111.0,294286.0,54.91,0.92
240104,810922,12/31/2024,83440763.0,1474696.0,56.16,2980833.0,37120.0,80.3,0.92
230144,817533,12/31/2024,9068289.0,248643.0,36.47,1766789.0,38592.0,45.78,0.92
230146,810887,12/31/2024,149604241.0,3575643.2,41.84,3390079.0,37378.53,90.7,0.92
240080,811658,12/31/2024,715534698.0,14066070.07,50.87,45662759.0,956224.86,47.75,0.92
430090,808656,12/31/2024,32186491.0,744979.0,43.2,986325.0,13696.0,72.02,0.92
230035,810882,12/31/2024,48298294.0,1152436.84,41.91,1770197.0,25178.93,70.3,0.92
430008,813304,12/31/2024,26698165.0,660288.26,40.43,238969.0,3485.79,68.56,0.92
230151,814500,12/31/2024,143332649.0,3626166.0,39.53,2583275.0,27778.5,93.0,0.92
240093,810920,12/31/2024,245362937.0,3906207.79,62.75,2056390.0,19995.43,102.84,0.92
230031,811631,12/31/2024,28249164.0,806592.0,35.02,380043.0,4470.0,85.02,0.92
240100,811659,12/31/2024,179446951.0,3466860.68,51.76,6653142.0,70484.42,94.39,0.92
040114,811283,12/31/2024,202286561.0,4793342.52,42.21,14283793.0,272269.0,52.46,0.92
430089,813702,12/31/2024,14121744.0,414065.0,34.5,2853239.0,28127.0,101.44,0.92
430091,809619,12/31/2024,31940722.0,714171.45,45.29,220465.0,4005.38,55.04,0.92
240214,811661,12/31/2024,102893269.0,1848279.19,54.75,2148944.0,24466.38,87.83,0.92
060071,799329,12/31/2024,49642213.0,1095517.0,45.31,2344276.0,25289.0,92.7,0.92
040018,810642,12/31/2024,4280828.0,100580.0,42.56,32167.0,304.5,105.64,0.92
060028,827974,12/31/2024,191503722.0,3635044.33,51.78,3585806.0,33341.74,107.55,0.92
450090,830215,12/31/2024,22888709.0,582542.0,39.29,308153.0,3974.0,77.54,0.92
060030,818246,12/31/2024,32185989.0,717752.96,44.84,2616474.0,26048.0,100.45,0.92
250069,812818,12/31/2024,53446427.0,1657916.72,32.24,861951.0,30455.33,28.3,0.92
420104,816240,12/31/2024,27107633.0,647555.81,41.86,490413.0,6123.68,80.08,0.92
